ts,client_ip,delivery_service,protocol,url,edge_status,mid_status,edge_cache_name,edge_cache_hit,ttms_ms,upstream_bytes,user_agent
2026-01-20T16:11:41.324121475,67.68.134.171,live,http2,http://edge-use1-iad/live/asset141/seg-01366.ts,206,200,edge-use1-iad-01,HIT,118,69272,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:41.502469063,50.70.215.50,vod,http2,http://edge-usw2-sjc/vod/asset735/chunk_76.m4s,200,200,edge-usw2-sjc-07,MISS,94,40458,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:41.650449038,205.37.2.220,live,http2,http://edge-usw2-sjc/live/asset202/seg-01887.ts,206,200,edge-usw2-sjc-04,HIT,114,33812,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:42.297815084,41.180.177.169,vod,http1,http://edge-usw2-sjc/vod/asset771/chunk_96.m4s,200,200,edge-usw2-sjc-03,HIT,32,89297,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:42.391989231,226.161.28.20,live,http2,http://edge-usw2-sjc/live/asset167/seg-01103.ts,200,200,edge-usw2-sjc-05,HIT,122,101132,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:42.450494289,201.106.19.230,vod,http2,http://edge-usw2-sjc/vod/asset714/chunk_32.m4s,200,200,edge-usw2-sjc-10,MISS,90,72872,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:43.164206982,188.144.75.218,live,http2,http://edge-use1-iad/live/asset131/seg-00464.ts,200,200,edge-use1-iad-09,HIT,80,37936,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:43.585887432,14.43.19.109,live,http2,http://edge-use1-iad/live/asset177/seg-00372.ts,200,200,edge-use1-iad-08,HIT,61,89336,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:43.674792290,105.152.56.133,vod,http2,http://edge-usw2-sjc/vod/asset761/chunk_71.m4s,200,200,edge-usw2-sjc-10,HIT,134,67226,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:43.870992661,254.47.220.157,live,http1,http://edge-use1-iad/live/asset154/seg-01777.ts,200,200,edge-use1-iad-04,HIT,155,30056,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:44.597873211,182.23.93.179,vod,http1,http://edge-usw2-sjc/vod/asset809/chunk_110.m4s,200,200,edge-usw2-sjc-08,HIT,125,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:44.662792683,47.127.245.6,vod,http2,http://edge-usw2-sjc/vod/asset702/chunk_63.m4s,200,200,edge-usw2-sjc-10,HIT,125,45028,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:44.666663408,147.212.200.126,live,http1,http://edge-use1-iad/live/asset136/seg-01297.ts,200,200,edge-use1-iad-05,HIT,125,79981,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:44.778347015,83.242.193.178,vod,http2,http://edge-use1-iad/vod/asset758/chunk_65.m4s,200,200,edge-use1-iad-10,HIT,50,52989,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:45.032148838,55.213.60.210,live,http2,http://edge-use1-iad/live/asset190/seg-00315.ts,200,200,edge-use1-iad-02,HIT,78,141669,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:45.115701914,223.46.26.243,vod,http1,http://edge-usw2-sjc/vod/asset805/chunk_92.m4s,200,200,edge-usw2-sjc-01,HIT,118,74721,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:45.258043289,17.178.236.216,live,http2,http://edge-usw2-sjc/live/asset174/seg-00900.ts,200,200,edge-usw2-sjc-10,MISS,234,51950,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:45.470200539,58.117.147.137,live,http1,http://edge-use1-iad/live/asset213/seg-01520.ts,200,200,edge-use1-iad-01,HIT,89,42518,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:46.067543745,246.104.155.183,live,http1,http://edge-use1-iad/live/asset147/manifest.m3u8,200,200,edge-use1-iad-10,HIT,164,8806,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:46.533442259,17.160.52.189,vod,http1,http://edge-use1-iad/vod/asset794/chunk_97.m4s,200,200,edge-use1-iad-07,HIT,85,133806,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:46.642468691,71.245.152.208,live,http2,http://edge-use1-iad/live/asset143/seg-01519.ts,200,200,edge-use1-iad-09,HIT,70,94274,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:47.001570702,47.191.185.194,live,http2,http://edge-use1-iad/live/asset179/seg-01129.ts,200,200,edge-use1-iad-05,HIT,155,98240,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:47.145840406,123.246.237.47,vod,http1,http://edge-use1-iad/vod/asset802/chunk_16.m4s,200,200,edge-use1-iad-06,HIT,50,82339,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:47.265683412,223.14.150.133,vod,http2,http://edge-use1-iad/vod/asset724/chunk_35.m4s,200,200,edge-use1-iad-03,HIT,124,65655,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:47.704201937,68.185.232.203,live,http2,http://edge-usw2-sjc/live/asset168/manifest.m3u8,200,200,edge-usw2-sjc-08,HIT,169,34103,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:48.299326420,194.143.198.196,live,http2,http://edge-use1-iad/live/asset187/seg-01597.ts,200,200,edge-use1-iad-07,HIT,122,37776,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:48.842938900,165.26.42.245,live,http2,http://edge-use1-iad/live/asset180/seg-00658.ts,200,200,edge-use1-iad-09,HIT,94,78926,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:49.346987963,91.240.3.212,vod,http1,http://edge-use1-iad/vod/asset805/chunk_48.m4s,206,200,edge-use1-iad-02,HIT,212,83294,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:49.626188278,241.254.221.169,live,http2,http://edge-use1-iad/live/asset117/seg-01563.ts,200,200,edge-use1-iad-06,HIT,112,49178,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:50.512264489,173.191.149.226,live,http2,http://edge-usw2-sjc/live/asset217/seg-02106.ts,200,200,edge-usw2-sjc-10,HIT,122,10867,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:50.531522751,213.144.65.38,live,http2,http://edge-usw2-sjc/live/asset135/seg-02320.ts,200,200,edge-usw2-sjc-10,MISS,121,66351,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:50.758694649,212.188.75.110,vod,http1,http://edge-use1-iad/vod/asset794/manifest.mpd,200,200,edge-use1-iad-06,HIT,184,63858,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:51.168588161,136.206.163.53,vod,http2,http://edge-use1-iad/vod/asset816/manifest.mpd,200,200,edge-use1-iad-07,HIT,99,59481,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:51.428725004,227.17.49.163,vod,http2,http://edge-usw2-sjc/vod/asset770/chunk_107.m4s,200,200,edge-usw2-sjc-01,HIT,84,122737,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:51.686634064,129.196.172.82,vod,http2,http://edge-use1-iad/vod/asset764/chunk_64.m4s,200,200,edge-use1-iad-05,HIT,77,92108,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:53.119651794,92.49.124.126,live,http1,http://edge-usw2-sjc/live/asset177/seg-00204.ts,206,200,edge-usw2-sjc-04,HIT,57,42359,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:53.324840307,228.206.103.88,live,http2,http://edge-usw2-sjc/live/asset147/seg-00910.ts,206,200,edge-usw2-sjc-05,MISS,171,62385,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:53.467478752,141.124.87.222,vod,http1,http://edge-use1-iad/vod/asset737/chunk_63.m4s,206,200,edge-use1-iad-01,HIT,15,35813,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:53.685190439,106.44.184.108,vod,http2,http://edge-use1-iad/vod/asset704/chunk_63.m4s,200,200,edge-use1-iad-10,HIT,102,17705,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:54.485517263,180.101.11.190,live,http2,http://edge-usw2-sjc/live/asset194/manifest.m3u8,206,200,edge-usw2-sjc-07,HIT,92,71588,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:55.081924677,115.136.182.61,live,http1,http://edge-use1-iad/live/asset111/manifest.m3u8,200,200,edge-use1-iad-04,HIT,109,82141,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:55.486507177,166.98.118.210,live,http2,http://edge-use1-iad/live/asset142/seg-00633.ts,200,200,edge-use1-iad-08,HIT,154,35299,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:55.520772696,15.203.119.96,live,http2,http://edge-usw2-sjc/live/asset204/seg-01775.ts,206,200,edge-usw2-sjc-06,HIT,107,60595,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:55.647258282,184.185.96.189,live,http2,http://edge-use1-iad/live/asset160/seg-00224.ts,206,200,edge-use1-iad-01,HIT,123,40401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:55.952763319,6.247.92.252,live,http2,http://edge-usw2-sjc/live/asset199/seg-01360.ts,200,200,edge-usw2-sjc-08,HIT,190,85766,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:56.246985912,37.73.210.242,vod,http2,http://edge-use1-iad/vod/asset747/chunk_116.m4s,206,200,edge-use1-iad-07,MISS,108,73424,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:11:56.432139874,76.68.3.93,live,http2,http://edge-use1-iad/live/asset133/seg-00203.ts,200,200,edge-use1-iad-07,HIT,109,59453,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:57.446712971,154.7.137.14,vod,http1,http://edge-usw2-sjc/vod/asset744/manifest.mpd,200,200,edge-usw2-sjc-07,HIT,94,7896,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:57.521174431,33.140.99.132,vod,http2,http://edge-usw2-sjc/vod/asset810/chunk_70.m4s,200,200,edge-usw2-sjc-02,HIT,92,27960,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:57.946579456,215.102.92.9,vod,http2,http://edge-use1-iad/vod/asset763/chunk_3.m4s,200,200,edge-use1-iad-01,MISS,159,53291,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:58.537492275,51.93.211.115,vod,http1,http://edge-use1-iad/vod/asset709/chunk_32.m4s,200,200,edge-use1-iad-06,HIT,139,45013,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:11:58.723784685,68.164.225.198,live,http1,http://edge-usw2-sjc/live/asset176/seg-00473.ts,200,200,edge-usw2-sjc-10,MISS,62,5667,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:58.819352388,143.229.235.40,live,http2,http://edge-usw2-sjc/live/asset123/seg-00656.ts,200,200,edge-usw2-sjc-02,HIT,60,36211,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:59.068548203,247.231.132.135,live,http2,http://edge-use1-iad/live/asset190/seg-00871.ts,206,200,edge-use1-iad-03,HIT,140,9057,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:59.556428432,121.157.236.249,live,http1,http://edge-use1-iad/live/asset146/seg-00876.ts,200,200,edge-use1-iad-05,HIT,108,21539,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:11:59.594273806,113.94.52.248,live,http2,http://edge-usw2-sjc/live/asset167/seg-01560.ts,200,200,edge-usw2-sjc-06,HIT,154,102070,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:11:59.777327061,77.140.223.89,vod,http1,http://edge-use1-iad/vod/asset711/chunk_48.m4s,200,200,edge-use1-iad-04,HIT,103,23497,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:00.327941895,21.86.151.161,live,http2,http://edge-usw2-sjc/live/asset212/seg-01188.ts,200,200,edge-usw2-sjc-09,HIT,209,63775,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:01.299769640,156.81.121.154,vod,http2,http://edge-usw2-sjc/vod/asset817/chunk_16.m4s,304,200,edge-usw2-sjc-09,HIT,201,107330,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:01.571650267,38.223.144.211,live,http1,http://edge-use1-iad/live/asset105/seg-01143.ts,200,200,edge-use1-iad-04,HIT,190,15698,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:01.585417747,128.90.204.112,live,http2,http://edge-usw2-sjc/live/asset100/seg-02140.ts,200,200,edge-usw2-sjc-08,HIT,76,49525,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:02.383844376,105.1.106.169,vod,http1,http://edge-use1-iad/vod/asset804/chunk_38.m4s,200,200,edge-use1-iad-02,HIT,189,124703,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:02.407034159,120.20.185.158,live,http1,http://edge-use1-iad/live/asset120/seg-01493.ts,200,200,edge-use1-iad-01,HIT,166,0,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:02.429263592,203.153.36.216,vod,http1,http://edge-usw2-sjc/vod/asset775/chunk_24.m4s,206,200,edge-usw2-sjc-01,HIT,170,59905,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:02.581871510,15.57.110.34,live,http1,http://edge-usw2-sjc/live/asset154/seg-01384.ts,206,200,edge-usw2-sjc-05,HIT,39,44215,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:03.144898891,195.217.30.164,live,http2,http://edge-usw2-sjc/live/asset137/seg-01822.ts,200,200,edge-usw2-sjc-06,HIT,165,47501,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:03.244583845,58.24.80.132,vod,http1,http://edge-use1-iad/vod/asset817/chunk_19.m4s,200,200,edge-use1-iad-08,HIT,137,50552,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:03.418692112,67.63.127.92,live,http1,http://edge-use1-iad/live/asset140/seg-02342.ts,200,200,edge-use1-iad-02,HIT,109,73456,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:03.759161949,236.40.197.170,live,http2,http://edge-use1-iad/live/asset204/seg-01980.ts,200,200,edge-use1-iad-06,HIT,32,36606,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:03.950441837,52.226.253.20,live,http2,http://edge-use1-iad/live/asset113/seg-01404.ts,200,200,edge-use1-iad-07,HIT,203,12173,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:04.303508759,73.207.179.114,live,http1,http://edge-use1-iad/live/asset132/seg-00809.ts,200,200,edge-use1-iad-03,MISS,87,58619,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:04.603788137,10.71.231.189,live,http2,http://edge-usw2-sjc/live/asset147/seg-00645.ts,200,200,edge-usw2-sjc-03,HIT,74,87917,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:04.913546324,210.1.4.179,vod,http2,http://edge-usw2-sjc/vod/asset783/chunk_63.m4s,200,200,edge-usw2-sjc-04,HIT,122,73341,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:05.286496401,20.169.204.124,vod,http2,http://edge-usw2-sjc/vod/asset815/chunk_30.m4s,206,200,edge-usw2-sjc-02,HIT,79,42678,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:05.343010664,227.171.43.99,live,http2,http://edge-use1-iad/live/asset209/manifest.m3u8,206,200,edge-use1-iad-02,HIT,126,77818,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:05.383318186,110.145.56.238,vod,http2,http://edge-usw2-sjc/vod/asset709/manifest.mpd,200,200,edge-usw2-sjc-02,HIT,25,75664,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:05.528124809,185.170.50.189,live,http2,http://edge-usw2-sjc/live/asset113/seg-00264.ts,200,200,edge-usw2-sjc-02,HIT,236,32830,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:05.865581512,56.13.81.47,live,http1,http://edge-usw2-sjc/live/asset158/seg-00683.ts,200,200,edge-usw2-sjc-03,MISS,58,79045,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:06.232054710,125.32.1.213,vod,http1,http://edge-use1-iad/vod/asset791/chunk_91.m4s,200,200,edge-use1-iad-09,HIT,91,42664,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:06.401504755,122.125.61.112,vod,http2,http://edge-usw2-sjc/vod/asset809/chunk_3.m4s,200,200,edge-usw2-sjc-08,HIT,55,54798,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:06.549221992,9.30.126.213,live,http2,http://edge-use1-iad/live/asset145/seg-00525.ts,200,200,edge-use1-iad-05,HIT,37,63524,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:06.666877747,117.116.158.142,vod,http1,http://edge-use1-iad/vod/asset714/chunk_58.m4s,206,200,edge-use1-iad-02,HIT,59,74701,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:06.703339338,216.125.235.167,vod,http1,http://edge-use1-iad/vod/asset720/chunk_10.m4s,206,200,edge-use1-iad-02,HIT,156,76821,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:06.933758974,158.246.128.66,vod,http1,http://edge-use1-iad/vod/asset799/chunk_43.m4s,200,200,edge-use1-iad-10,HIT,128,57507,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:07.043359518,124.229.80.218,live,http2,http://edge-usw2-sjc/live/asset137/seg-02354.ts,304,200,edge-usw2-sjc-07,HIT,100,39667,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:07.126110554,203.216.150.93,vod,http1,http://edge-use1-iad/vod/asset729/chunk_57.m4s,200,200,edge-use1-iad-04,MISS,191,11934,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:07.347252607,85.143.214.8,live,http2,http://edge-use1-iad/live/asset186/manifest.m3u8,200,200,edge-use1-iad-10,HIT,164,43978,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:07.421567917,60.43.112.183,live,http2,http://edge-use1-iad/live/asset149/seg-01370.ts,200,200,edge-use1-iad-08,HIT,149,82440,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:07.489817858,192.74.146.129,live,http1,http://edge-usw2-sjc/live/asset213/seg-01960.ts,200,200,edge-usw2-sjc-08,HIT,79,78114,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:07.834232092,160.221.218.63,vod,http2,http://edge-use1-iad/vod/asset711/chunk_80.m4s,206,200,edge-use1-iad-03,HIT,127,31457,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:07.994943142,211.106.195.176,live,http2,http://edge-usw2-sjc/live/asset159/seg-01827.ts,200,200,edge-usw2-sjc-04,HIT,89,119681,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:08.145453453,220.25.108.71,live,http2,http://edge-use1-iad/live/asset172/manifest.m3u8,206,200,edge-use1-iad-02,HIT,177,59884,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:08.154603958,148.231.19.231,live,http2,http://edge-use1-iad/live/asset179/seg-00121.ts,304,200,edge-use1-iad-08,HIT,85,60131,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:08.297296762,12.84.25.73,live,http1,http://edge-usw2-sjc/live/asset124/seg-00144.ts,200,200,edge-usw2-sjc-09,HIT,116,55324,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:08.717439413,74.34.90.208,live,http1,http://edge-use1-iad/live/asset208/seg-00577.ts,200,200,edge-use1-iad-02,HIT,15,85555,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:08.781525373,51.221.39.203,live,http2,http://edge-usw2-sjc/live/asset100/seg-00791.ts,206,200,edge-usw2-sjc-01,HIT,143,66877,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:08.846805334,152.233.50.211,live,http2,http://edge-use1-iad/live/asset157/seg-00586.ts,206,200,edge-use1-iad-09,HIT,50,34043,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:09.695540190,175.7.34.181,vod,http1,http://edge-usw2-sjc/vod/asset776/chunk_73.m4s,200,200,edge-usw2-sjc-04,HIT,160,69094,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:10.111848593,216.122.90.203,vod,http1,http://edge-usw2-sjc/vod/asset812/chunk_107.m4s,200,200,edge-usw2-sjc-01,HIT,75,52474,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:10.388525963,88.118.142.86,vod,http2,http://edge-usw2-sjc/vod/asset705/chunk_8.m4s,200,200,edge-usw2-sjc-07,HIT,148,58435,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:10.462013483,120.186.5.243,live,http1,http://edge-use1-iad/live/asset203/seg-00102.ts,200,200,edge-use1-iad-01,HIT,57,47931,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:11.468813896,119.166.121.33,vod,http1,http://edge-use1-iad/vod/asset750/chunk_64.m4s,200,200,edge-use1-iad-02,HIT,251,26265,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
2026-01-20T16:12:11.866901159,9.206.62.175,live,http1,http://edge-use1-iad/live/asset130/seg-00746.ts,200,200,edge-use1-iad-05,MISS,169,67844,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:11.931581974,118.39.103.80,vod,http2,http://edge-use1-iad/vod/asset721/chunk_82.m4s,200,200,edge-use1-iad-10,HIT,90,23350,AndroidTV/11 ExoPlayerLib/2.18.1
2026-01-20T16:12:13.064077139,168.148.8.61,vod,http2,http://edge-use1-iad/vod/asset790/chunk_60.m4s,206,200,edge-use1-iad-10,HIT,173,79307,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:13.923037767,38.142.119.73,vod,http1,http://edge-usw2-sjc/vod/asset720/manifest.mpd,200,200,edge-usw2-sjc-07,HIT,83,41014,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:14.010036230,197.95.151.31,live,http2,http://edge-usw2-sjc/live/asset143/seg-02071.ts,200,200,edge-usw2-sjc-04,HIT,205,0,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:14.231629133,159.79.191.2,vod,http1,http://edge-use1-iad/vod/asset783/chunk_53.m4s,200,200,edge-use1-iad-06,MISS,112,51885,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:15.030365229,101.179.37.132,live,http2,http://edge-use1-iad/live/asset200/seg-02072.ts,206,200,edge-use1-iad-04,HIT,128,89052,AppleCoreMedia/1.0.0.20F75 (iPhone; U; CPU OS 16_6 like Mac OS X)
2026-01-20T16:12:15.241583347,215.120.235.133,live,http2,http://edge-use1-iad/live/asset179/manifest.m3u8,200,200,edge-use1-iad-08,HIT,98,3644,"Roku/DVP-12.5 (Roku, 3810X, Wireless)"
2026-01-20T16:12:15.272438765,111.201.189.78,live,http2,http://edge-use1-iad/live/asset133/seg-01004.ts,200,200,edge-use1-iad-01,HIT,71,53579,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36
